Fecha,PRECIP,EVAP,TMAX,TMIN,DIAS,HOJAS
28/06/2021,4.5,1.9,14,11,1301,24
29/06/2021,14,3,19,11,1302,24
30/06/2021,1.5,4.233,21,12,1303,24
01/07/2021,20,3.4,20,12,1304,24
02/07/2021,30,6,18,12,1305,24
03/07/2021,1,5,21,11,1306,24
04/07/2021,3.5,2.3,23,10,1307,24
05/07/2021,0,5,21,9,1308,24
06/07/2021,1.5,2.4,26,10,1309,24
07/07/2021,10,2.9,22,11,1310,24
08/07/2021,5,4.9,21,13,1311,24
09/07/2021,0,3.9,21,12,1312,24
10/07/2021,0,5.1,22,10,1313,24
11/07/2021,0,6.4,22,7,1314,24
12/07/2021,0.1,3.1,23,6,1315,24
13/07/2021,0.5,3.5,21,6,1316,24
14/07/2021,0,2.9,18,8,1317,24
15/07/2021,3,2.2,20,9,1318,24
16/07/2021,0,1,22,11,1319,24
17/07/2021,0,3.8,22,9,1320,24
18/07/2021,0,4.1,23,7,1321,24
19/07/2021,0,3.8,23,8,1322,24
20/07/2021,0,6.2,24,8,1323,24
21/07/2021,0,1.4,24,8,1324,24
22/07/2021,0,7.4,22,9,1325,24
23/07/2021,0,5.3,22,7,1326,24
24/07/2021,1,5.2,20,6,1327,24
25/07/2021,83.5,4.1,24,6,1328,24
26/07/2021,5,6.4,22,7,1329,24
27/07/2021,10,6,22,8,1330,24
28/07/2021,14,9.1,23,10,1331,24
29/07/2021,1,6.2,21,8,1332,24
30/07/2021,0,5.1,21,11,1333,24
31/07/2021,0,4.233,21,8,1334,24
01/08/2021,3.5,4.2,23,8,1335,24
02/08/2021,6,5.2,22,10,1336,24
03/08/2021,0,5.7,21,10,1337,24
04/08/2021,0,5.2,24,10,1338,24
05/08/2021,0,6.2,23,9,1339,24
06/08/2021,0,4.6,24,11,1340,24
07/08/2021,0,5.5,24,10,1341,24
08/08/2021,0,4.7,21,11,1342,24
09/08/2021,0,5.4,22,7,1343,24
10/08/2021,8,4.3,22,7,1344,24
11/08/2021,6,3.8,23,7,1345,24
12/08/2021,0.5,3,23,7,1346,24
13/08/2021,0,3.7,24,7,1347,24
14/08/2021,0,4.5,24,8,1348,24
15/08/2021,0,5,24,9,1349,24
16/08/2021,0,3.5,25,8,1350,24
17/08/2021,3,4.2,24,9,1351,24
18/08/2021,16.5,5.2,24,8,1352,24
19/08/2021,0,3.7,24,8,1353,24
20/08/2021,20.1,8.1,18,7,1354,24
21/08/2021,5,3.9,18,8,1355,24
22/08/2021,0,6.8,20,12,1356,24
23/08/2021,0,5.9,20,9,1357,24
24/08/2021,0,4.9,18,10,1358,24
25/08/2021,0,3.7,21,11,1359,24
26/08/2021,0,7.5,21,9,1360,24
27/08/2021,10,2.3,22,6,1361,24
28/08/2021,0,4.1,21,10,1362,24
29/08/2021,4.5,4.3,24,11,1363,24
30/08/2021,32,3.7,20,12,1364,24
31/08/2021,7,4.8,20,11,1365,24
01/09/2021,22,6.1,20,11,1366,24
02/09/2021,1.5,2.3,22,11,1367,24
03/09/2021,6,2.6,21,11,1368,24
04/09/2021,0,4.7,21,8,1369,24
05/09/2021,20,9,24,9,1370,24
06/09/2021,19,4.5,21,12,1371,24
07/09/2021,19,12.1,21,11,1372,24
08/09/2021,8.5,3.2,20,11,1373,24
09/09/2021,0,3.9,21,11,1374,24
10/09/2021,0,4.1,21,10,1375,24
11/09/2021,0,3.1,21,8,1376,24
12/09/2021,0.5,2.4,21,8,1377,24
13/09/2021,10,2.6,20,12,1378,24
14/09/2021,0,4.2,20,12,1379,24
15/09/2021,0,2.6,23,11,1380,24
16/09/2021,0,3.9,19,11,1381,24
17/09/2021,8.5,5.1,23,11,1382,24
18/09/2021,12,4.3,18,12,1383,24
19/09/2021,17.5,5.2,20,12,1384,24
20/09/2021,0,3.6,19,8,1385,24
21/09/2021,0,7.1,25,8,1386,24
22/09/2021,0,3,21,8,1387,24
23/09/2021,0,1.9,19,7,1388,24
24/09/2021,16,5.1,23,7,1389,24
25/09/2021,0,3.2,21,9,1390,24
26/09/2021,0,1.7,22,9,1391,24
27/09/2021,9,6.3,24,8,1392,24
28/09/2021,0,3.2,22,9,1393,24
29/09/2021,2.5,1.2,22,8,1394,24
30/09/2021,6.5,4.233,22,8,1395,24
01/10/2021,8,3.7,22,9,1396,24
02/10/2021,0.5,4.1,22,9,1397,24
03/10/2021,4,4.8,21,8,1398,24
04/10/2021,0,3.2,22,9,1399,24
05/10/2021,11.5,3.7,21,9,1400,24
06/10/2021,0,4,21,9,1401,24
07/10/2021,0,5.6,22,9,1402,24
08/10/2021,0,2.8,20,8,1403,24
09/10/2021,0,3.2,24,11,1404,24
10/10/2021,0,3.7,25,8,1405,24
11/10/2021,2,5,27,8,1406,24
12/10/2021,0,3.6,25,7,1407,24
13/10/2021,0,4.1,25,6,1408,24
14/10/2021,0,6.1,27,1,1409,24
15/10/2021,0,3.9,25,6,1410,24
16/10/2021,0,4.6,21,11,1411,24
17/10/2021,0,2.8,16,9,1412,24
18/10/2021,1,0.2,22,7,1413,24
19/10/2021,0,3.4,23,6,1414,24
20/10/2021,0.5,2.6,25,6,1415,24
21/10/2021,0,4,21,9,1416,24
22/10/2021,0,2.3,20,10,1417,24
23/10/2021,16,3,21,9,1418,24
24/10/2021,9.5,6.2,23,9,1419,24
25/10/2021,0,2.6,22,9,1420,24
26/10/2021,0,6.4,23,10,1421,24
27/10/2021,0,4.2,24,10,1422,24
28/10/2021,7.5,2.8,23,9,1423,24
29/10/2021,0,3.8,21,8,1424,24
30/10/2021,0,1.6,24,7,1425,24
31/10/2021,0,4.233,22,5,1426,24
01/11/2021,0,2.9,22,5,1427,24
02/11/2021,0,4.8,22,5,1428,24
03/11/2021,0,4,24,2,1429,24
04/11/2021,0,4.8,22,4,1430,24
05/11/2021,0,1.6,21,5,1431,24
06/11/2021,0,3.1,20,3,1432,24
07/11/2021,0,4.1,21,5,1433,24
08/11/2021,0,2.8,24,7,1434,24
09/11/2021,0,3.5,21,4,1435,24
10/11/2021,0,3.6,24,0,1436,24
11/11/2021,0,5.2,22,5,1437,24
12/11/2021,0,2.8,21,0,1438,24
13/11/2021,0,2.8,21,2,1439,24
14/11/2021,3,1.9,19,2,1440,24
15/11/2021,0,3.8,20,1,1441,24
16/11/2021,0,3.2,22,1,1442,24
17/11/2021,0,4,24,4,1443,24
18/11/2021,0,2.1,22,4,1444,24
19/11/2021,0,4.2,18,5,1445,24
20/11/2021,0,2.8,21,5,1446,24
21/11/2021,0.5,1.3,23,5,1447,24
22/11/2021,0,2.6,20,7,1448,24
23/11/2021,0,1.6,18,9,1449,24
24/11/2021,0,3.2,24,7,1450,24
25/11/2021,0,3.6,22,5,1451,24
26/11/2021,0,2.8,19,4,1452,24
27/11/2021,0,4.6,23,1,1453,24
28/11/2021,0,4,23,3,1454,24
29/11/2021,0,1.8,23,4,1455,24
30/11/2021,0,4.233,24,2,1456,24
